DateLocal,T,WindDir,WindSpd,RH,P,City
2019-04-11 15:00:00,50.3300018310547,18.5013008117676,2.39000010490417,45,1017.44000244141,Los Angeles
2019-04-11 18:00:00,70,259.501007080078,1.89999997615814,24,1015.5,Los Angeles
2019-04-11 21:00:00,73.4400024414063,236.001007080078,3.71000003814697,22,1012.51000976563,Los Angeles
2019-04-12 00:00:00,71.0500030517578,232.503005981445,4.26999998092651,21,1009.83001708984,Los Angeles
2019-04-12 03:00:00,60.5699996948242,271.502990722656,1.48000001907349,33,1009.73999023438,Los Angeles
2019-04-12 06:00:00,52.0400009155273,356,3.57999992370605,46,1010.91998291016,Los Angeles
2019-04-12 09:00:00,47.0800018310547,325.002014160156,2.5699999332428,55,1010.21002197266,Los Angeles
2019-04-12 12:00:00,43.8199996948242,325.003997802734,2.36999988555908,63,1008.84002685547,Los Angeles
2019-04-12 15:00:00,49.689998626709,334.5,1.27999997138977,53,1007.76000976563,Los Angeles
2019-04-12 18:00:00,61.75,280.501007080078,3.94000005722046,36,1006.30999755859,Los Angeles
2019-04-07 21:00:00,67.0100021362305,139.001998901367,8.55000019073486,58,1012.01000976563,Detroit
2019-04-08 00:00:00,64.1999969482422,156.5,10.6499996185303,67,1008.69000244141,Detroit
2019-04-08 03:00:00,58.7999992370605,191.003005981445,10.4200000762939,81,1007.41998291016,Detroit
2019-04-08 06:00:00,56.6800003051758,240.00700378418,13.8000001907349,78,1006.66998291016,Detroit
2019-04-08 09:00:00,50.0999984741211,268.007995605469,13.6499996185303,76,1007.67999267578,Detroit
2019-04-08 12:00:00,49.2599983215332,245.001007080078,9.1899995803833,79,1008.71997070313,Detroit
2019-04-08 15:00:00,53.1500015258789,249.501998901367,8.31999969482422,80,1009.34002685547,Detroit
2019-04-08 18:00:00,57.1699981689453,269.509002685547,8.63000011444092,71,1009.05999755859,Detroit
2019-04-08 21:00:00,59.3899993896484,287.502014160156,10.4200000762939,56,1008.71997070313,Detroit
2019-04-09 00:00:00,53.25,281.502990722656,4.82999992370605,60,1008.46997070313,Detroit
2019-04-09 03:00:00,46.4199981689453,229.001998901367,5.19000005722046,69,1008.30999755859,Detroit
2019-04-09 06:00:00,45.7799987792969,236.509994506836,9.26000022888184,64,1007.05999755859,Detroit
2019-04-09 09:00:00,49.0999984741211,258.506011962891,13.4399995803833,70,1004.84002685547,Detroit
2019-04-09 12:00:00,44.6399993896484,302.001007080078,17.7199993133545,69,1006.83001708984,Detroit
2019-04-09 15:00:00,47.7599983215332,315.003997802734,14,63,1008.63000488281,Detroit
2019-04-09 18:00:00,51.75,299,11.0100002288818,59,1008.71997070313,Detroit
2019-04-09 21:00:00,51.0299987792969,290,12.1000003814697,57,1008.39001464844,Detroit
2019-04-10 00:00:00,47.8499984741211,319.502014160156,12.0600004196167,58,1010.17999267578,Detroit
2019-04-10 03:00:00,43.0499992370605,324.501007080078,8.98999977111816,64,1012.54998779297,Detroit
2019-04-10 06:00:00,38.9799995422363,337.502014160156,7.28999996185303,69,1013.64001464844,Detroit
2019-04-10 09:00:00,34.4700012207031,344.502014160156,6.19999980926514,77,1014.84997558594,Detroit
2019-04-10 12:00:00,32.1399993896484,351,6.17000007629395,83,1015.94000244141,Detroit
2019-04-10 15:00:00,38.1599998474121,350.506011962891,3.94000005722046,71,1016.98999023438,Detroit
2019-04-10 18:00:00,41.2400016784668,19.5004997253418,3.35999989509583,68,1016.15997314453,Detroit
2019-04-10 21:00:00,42.1399993896484,39.0026016235352,5.5,66,1016,Detroit
2019-04-11 00:00:00,38.1800003051758,43.5,7.84999990463257,71,1016.57000732422,Detroit
2019-04-11 03:00:00,33.6399993896484,44.0047988891602,6.73000001907349,88,1017.14001464844,Detroit
